date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice,year,Farmers_BDT,Agricultural_Laborers_BDT,Small_Traders_BDT,Skilled_Workers_BDT,Unskilled_Workers_BDT,Transport_Workers_BDT
1998-07-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1261.4,27.0182,1998,6750,4400,6100,8450,5040,6460
1998-07-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,1055.6,22.6101,1998,6750,4400,6100,8450,5040,6460
1998-08-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1288.75,27.362,1998,6750,4400,6100,8450,5040,6460
1998-08-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,1060,22.5053,1998,6750,4400,6100,8450,5040,6460
1998-09-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1415.5,30.0531,1998,6750,4400,6100,8450,5040,6460
1998-09-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,1074.8,22.8195,1998,6750,4400,6100,8450,5040,6460
1998-11-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1431.75,29.5206,1998,6750,4400,6100,8450,5040,6460
1998-11-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,1030.75,21.2526,1998,6750,4400,6100,8450,5040,6460
1998-12-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1469,30.2887,1998,6750,4400,6100,8450,5040,6460
1998-12-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,1038.75,21.4175,1998,6750,4400,6100,8450,5040,6460
1999-01-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1448.2,29.8598,1999,7000,4600,6400,8800,5260,6740
1999-02-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1457.5,30.0515,1999,7000,4600,6400,8800,5260,6740
1999-03-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,1023.75,21.1082,1999,7000,4600,6400,8800,5260,6740
1999-04-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,964.8,19.8928,1999,7000,4600,6400,8800,5260,6740
1999-05-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1204.25,24.8299,1999,7000,4600,6400,8800,5260,6740
1999-05-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,888,18.3093,1999,7000,4600,6400,8800,5260,6740
1999-06-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1115,22.9897,1999,7000,4600,6400,8800,5260,6740
1999-06-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,832.25,17.1598,1999,7000,4600,6400,8800,5260,6740
1999-07-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1152,23.5179,1999,7000,4600,6400,8800,5260,6740
1999-07-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,856.8,17.4915,1999,7000,4600,6400,8800,5260,6740
1999-08-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1185,23.9394,1999,7000,4600,6400,8800,5260,6740
1999-08-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,877.5,17.7273,1999,7000,4600,6400,8800,5260,6740
1999-09-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1181.8,23.8747,1999,7000,4600,6400,8800,5260,6740
1999-09-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,893.4,18.0485,1999,7000,4600,6400,8800,5260,6740
1999-10-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1173.75,23.7121,1999,7000,4600,6400,8800,5260,6740
1999-10-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,912.25,18.4293,1999,7000,4600,6400,8800,5260,6740
1999-11-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,913,18.1692,1999,7000,4600,6400,8800,5260,6740
1999-12-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1109.75,21.7598,1999,7000,4600,6400,8800,5260,6740
1999-12-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,935,18.3333,1999,7000,4600,6400,8800,5260,6740
2000-01-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1138.8,22.3294,2000,7250,4800,6700,9150,5480,7020
2000-01-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,950,18.6275,2000,7250,4800,6700,9150,5480,7020
2000-02-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1194.25,23.4167,2000,7250,4800,6700,9150,5480,7020
2000-02-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,975,19.1176,2000,7250,4800,6700,9150,5480,7020
2000-03-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1244.5,24.402,2000,7250,4800,6700,9150,5480,7020
2000-04-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1208,23.6863,2000,7250,4800,6700,9150,5480,7020
2000-04-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,941.8,18.4667,2000,7250,4800,6700,9150,5480,7020
2000-05-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1171,22.9608,2000,7250,4800,6700,9150,5480,7020
2000-06-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1190,23.3333,2000,7250,4800,6700,9150,5480,7020
2000-06-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,963.75,18.8971,2000,7250,4800,6700,9150,5480,7020
2000-07-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1156,22.6667,2000,7250,4800,6700,9150,5480,7020
2000-07-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,968.4,18.9882,2000,7250,4800,6700,9150,5480,7020
2000-08-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1102.5,21.0194,2000,7250,4800,6700,9150,5480,7020
2000-08-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,986,18.7983,2000,7250,4800,6700,9150,5480,7020
2000-09-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1100,20.3704,2000,7250,4800,6700,9150,5480,7020
2000-09-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,975,18.0556,2000,7250,4800,6700,9150,5480,7020
2000-10-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1142.25,21.1528,2000,7250,4800,6700,9150,5480,7020
2000-11-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1115,20.6481,2000,7250,4800,6700,9150,5480,7020
2000-12-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1070,19.8148,2000,7250,4800,6700,9150,5480,7020
2000-12-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,988.75,18.3102,2000,7250,4800,6700,9150,5480,7020
2001-02-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1092,20.2222,2001,7500,5000,7000,9500,5700,7300
2001-02-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,985,18.2407,2001,7500,5000,7000,9500,5700,7300
2001-03-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1160,21.4815,2001,7500,5000,7000,9500,5700,7300
2001-03-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,980,18.1481,2001,7500,5000,7000,9500,5700,7300
2001-04-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1191,22.0556,2001,7500,5000,7000,9500,5700,7300
2001-04-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,977.5,18.1019,2001,7500,5000,7000,9500,5700,7300
2001-05-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1160,20.9191,2001,7500,5000,7000,9500,5700,7300
2001-06-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1017,17.8421,2001,7500,5000,7000,9500,5700,7300
2001-06-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,970,17.0175,2001,7500,5000,7000,9500,5700,7300
2001-07-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1001,17.5614,2001,7500,5000,7000,9500,5700,7300
2001-07-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,970,17.0175,2001,7500,5000,7000,9500,5700,7300
2001-08-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1037,18.193,2001,7500,5000,7000,9500,5700,7300
2001-08-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,975,17.1053,2001,7500,5000,7000,9500,5700,7300
2001-09-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1102,19.3333,2001,7500,5000,7000,9500,5700,7300
2001-09-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,975,17.1053,2001,7500,5000,7000,9500,5700,7300
2001-10-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1146,20.1053,2001,7500,5000,7000,9500,5700,7300
2001-11-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1145,20.0877,2001,7500,5000,7000,9500,5700,7300
2001-11-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,955.2,16.7579,2001,7500,5000,7000,9500,5700,7300
2001-12-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1129,19.807,2001,7500,5000,7000,9500,5700,7300
2001-12-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,955,16.7544,2001,7500,5000,7000,9500,5700,7300
2002-01-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1210,21.0671,2002,7750,5200,7300,9850,5920,7580
2002-01-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,961,16.7318,2002,7750,5200,7300,9850,5920,7580
2002-02-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1267,21.8826,2002,7750,5200,7300,9850,5920,7580
2002-03-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1279,22.0898,2002,7750,5200,7300,9850,5920,7580
2002-03-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,965,16.6667,2002,7750,5200,7300,9850,5920,7580
2002-04-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1263,21.8135,2002,7750,5200,7300,9850,5920,7580
2002-04-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,954.25,16.481,2002,7750,5200,7300,9850,5920,7580
2002-05-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1217,21.019,2002,7750,5200,7300,9850,5920,7580
2002-06-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1200,20.7254,2002,7750,5200,7300,9850,5920,7580
2002-06-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,925,15.9758,2002,7750,5200,7300,9850,5920,7580
2002-07-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1218,21.0363,2002,7750,5200,7300,9850,5920,7580
2002-07-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,925,15.9758,2002,7750,5200,7300,9850,5920,7580
2002-08-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1270,21.9344,2002,7750,5200,7300,9850,5920,7580
2002-08-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,914.75,15.7988,2002,7750,5200,7300,9850,5920,7580
2002-09-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,914.25,15.7902,2002,7750,5200,7300,9850,5920,7580
2002-10-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1324,22.867,2002,7750,5200,7300,9850,5920,7580
2002-10-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,914,15.7858,2002,7750,5200,7300,9850,5920,7580
2002-11-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1350,23.3161,2002,7750,5200,7300,9850,5920,7580
2002-11-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,907.5,15.6736,2002,7750,5200,7300,9850,5920,7580
2002-12-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1263,21.8135,2002,7750,5200,7300,9850,5920,7580
2002-12-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,899.75,15.5397,2002,7750,5200,7300,9850,5920,7580
2003-01-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1263,21.8135,2003,8000,5400,7600,10200,6140,7860
2003-01-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,903.5,15.6045,2003,8000,5400,7600,10200,6140,7860
2003-02-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1339,23.1261,2003,8000,5400,7600,10200,6140,7860
2003-03-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1369,23.6442,2003,8000,5400,7600,10200,6140,7860
2003-03-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,893.33,15.4288,2003,8000,5400,7600,10200,6140,7860
2003-04-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1316,22.7288,2003,8000,5400,7600,10200,6140,7860
2003-04-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,856,14.7841,2003,8000,5400,7600,10200,6140,7860
2003-06-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,857.5,14.81,2003,8000,5400,7600,10200,6140,7860
2003-07-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,872,14.9882,2003,8000,5400,7600,10200,6140,7860
2003-08-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,875,14.9705,2003,8000,5400,7600,10200,6140,7860
2003-09-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1391,23.8105,2003,8000,5400,7600,10200,6140,7860
2003-09-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,901.25,15.4272,2003,8000,5400,7600,10200,6140,7860
2003-10-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,910,15.5736,2003,8000,5400,7600,10200,6140,7860
2003-11-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1320,22.586,2003,8000,5400,7600,10200,6140,7860
2003-11-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,910,15.5706,2003,8000,5400,7600,10200,6140,7860
2003-12-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1320,23.3216,2003,8000,5400,7600,10200,6140,7860
2003-12-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,910,16.0777,2003,8000,5400,7600,10200,6140,7860
2004-01-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1320,23.0636,2004,8250,5600,7900,10550,6360,8140
2004-01-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,910,15.8999,2004,8250,5600,7900,10550,6360,8140
2004-01-15,Dhaka,Dhaka,Dhaka Division,23.723056,90.408611,cereals and tubers,Rice (coarse),KG,actual,Retail,BDT,14,0.2446,2004,8250,5600,7900,10550,6360,8140
2004-02-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1320,22.4092,2004,8250,5600,7900,10550,6360,8140
2004-02-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,992.5,16.8493,2004,8250,5600,7900,10550,6360,8140
2004-02-15,Dhaka,Dhaka,Dhaka Division,23.723056,90.408611,cereals and tubers,Rice (coarse),KG,actual,Retail,BDT,14,0.2377,2004,8250,5600,7900,10550,6360,8140
2004-03-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1347,23.5374,2004,8250,5600,7900,10550,6360,8140
2004-03-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,1125,19.6582,2004,8250,5600,7900,10550,6360,8140
2004-03-15,Dhaka,Dhaka,Dhaka Division,23.723056,90.408611,cereals and tubers,Rice (coarse),KG,actual,Retail,BDT,14,0.2446,2004,8250,5600,7900,10550,6360,8140
2004-04-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1347,23.5481,2004,8250,5600,7900,10550,6360,8140
2004-04-15,Dhaka,Dhaka,Dhaka Division,23.723056,90.408611,cereals and tubers,Rice (coarse),KG,actual,Retail,BDT,14,0.2447,2004,8250,5600,7900,10550,6360,8140
2004-05-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1327,22.1336,2004,8250,5600,7900,10550,6360,8140
2004-05-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,1125,18.7644,2004,8250,5600,7900,10550,6360,8140
2004-05-15,Dhaka,Dhaka,Dhaka Division,23.723056,90.408611,cereals and tubers,Rice (coarse),KG,actual,Retail,BDT,14,0.2335,2004,8250,5600,7900,10550,6360,8140
2004-06-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,1125,19.2285,2004,8250,5600,7900,10550,6360,8140
2004-06-15,Dhaka,Dhaka,Dhaka Division,23.723056,90.408611,cereals and tubers,Rice (coarse),KG,actual,Retail,BDT,14,0.2393,2004,8250,5600,7900,10550,6360,8140
2004-07-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1343,23.1952,2004,8250,5600,7900,10550,6360,8140
2004-07-15,Dhaka,Dhaka,Dhaka Division,23.723056,90.408611,cereals and tubers,Rice (coarse),KG,actual,Retail,BDT,14.5,0.2504,2004,8250,5600,7900,10550,6360,8140
2004-08-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1410,23.6824,2004,8250,5600,7900,10550,6360,8140
2004-09-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1385,24.0385,2004,8250,5600,7900,10550,6360,8140
2004-09-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,1187,20.6019,2004,8250,5600,7900,10550,6360,8140
2004-09-15,Dhaka,Dhaka,Dhaka Division,23.723056,90.408611,cereals and tubers,Rice (coarse),KG,actual,Retail,BDT,14,0.243,2004,8250,5600,7900,10550,6360,8140
2004-10-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,"Rice (coarse, BR-8/ 11/, Guti Sharna)",100 KG,actual,Wholesale,BDT,1439,24.9247,2004,8250,5600,7900,10550,6360,8140
2004-10-15,Dhaka,Dhaka,Dhaka,23.81,90.41,cereals and tubers,Wheat,100 KG,actual,Wholesale,BDT,1187,20.5598,2004,8250,5600,7900,10550,6360,8140
2004-10-15,Dhaka,Dhaka,Dhaka Division,23.723056,90.408611,cereals and tubers,Rice (coarse),KG,actual,Retail,BDT,15,0.2598,2004,8250,5600,7900,10550,6360,8140
