YEAR,LOCATION,PRICE_KG
2020,Khulna,42.38
2020,Khulna,43.8
2020,Mymensingh,45.91
2020,Mymensingh,42.89
2020,Rajshahi,41
2020,Rajshahi,41
2020,Rajshahi,42.77
2020,Rajshahi,44.44
2020,Sylhet,41.87
2020,Barisal,45.05
2020,Chittagong,44.22
2020,Chittagong,45
2020,Chittagong,39
2020,Dhaka,45.27
2020,Dhaka,44.62
2020,Dhaka,43.49
2020,Dhaka,49
2020,Dhaka,43.54
2020,Dhaka,43.63
2020,Dhaka,45.54
2020,Dhaka,45.4
2020,Khulna,42.64
2020,Khulna,44
2020,Khulna,43.34
2020,Khulna,42.49
2020,Khulna,42.47
2020,Khulna,44.13
2020,Khulna,42.78
2020,Mymensingh,45.5
2020,Mymensingh,42.5
2020,Mymensingh,43
2020,Rajshahi,41
2020,Rajshahi,41.59
2020,Rajshahi,45
2020,Rangpur,42
2020,Rangpur,44.49
2020,Sylhet,41
2020,Sylhet,42.99
2020,Barisal,45.5
2020,Barisal,43.8
2020,Chittagong,46.95
2020,Chittagong,44
2020,Chittagong,47.04
2020,Chittagong,42.11
2020,Dhaka,43.5
2020,Dhaka,45.5
2020,Dhaka,49
2020,Dhaka,44
2020,Dhaka,44
2020,Dhaka,45.5
2020,Khulna,42.5
2020,Khulna,44
2020,Khulna,42.07
2020,Khulna,44
2020,Khulna,42.1
2020,Khulna,44
2020,Khulna,41
2020,Khulna,42.3
2020,Mymensingh,44.93
2020,Mymensingh,43
2020,Rajshahi,44.05
2020,Rajshahi,42.9
2020,Rajshahi,44.92
2020,Rajshahi,44.5
2020,Rajshahi,45
2020,Rangpur,44.25
2020,Rangpur,42
2020,Rangpur,44.2
2020,Sylhet,41
2021,Chittagong,46.95
2021,Chittagong,45
2021,Chittagong,44
2021,Chittagong,47
2021,Khulna,41
2021,Khulna,43
2021,Khulna,41
2021,Mymensingh,41.35
2021,Rajshahi,41.9
2021,Rajshahi,44.35
2021,Rajshahi,42.95
2021,Rajshahi,46.5
2021,Rajshahi,45
2021,Rangpur,40
2021,Barisal,44.5
2021,Chittagong,47.61
2021,Chittagong,44
2021,Chittagong,47.42
2021,Chittagong,43
2021,Khulna,43.55
2021,Khulna,43.62
2021,Mymensingh,45.15
2021,Rajshahi,42.75
2021,Rajshahi,45.8
2021,Rajshahi,42.65
2021,Rajshahi,45.27
2021,Rajshahi,45.18
2021,Rangpur,44.55
2021,Chittagong,46.32
2021,Chittagong,47.5
2021,Chittagong,43
2021,Khulna,45.45
2021,Mymensingh,46.52
2021,Rajshahi,43.5
2021,Rajshahi,46.63
2021,Rajshahi,45.97
2021,Rajshahi,46.43
2021,Rangpur,45.03
2021,Rangpur,40.59
2021,Barisal,44.5
2021,Chittagong,47.36
2021,Chittagong,47.64
2021,Chittagong,47.5
2021,Khulna,44.19
2021,Khulna,43.74
2021,Mymensingh,45.94
2021,Rajshahi,43.5
2021,Rajshahi,46.77
2021,Rajshahi,43.82
2021,Rajshahi,46.05
2021,Rangpur,45
2021,Rangpur,41.92
2021,Barisal,45.5
2021,Barisal,44
2021,Chittagong,45.61
2021,Chittagong,48
2021,Chittagong,43
2021,Chittagong,47.18
2021,Chittagong,42.48
2021,Dhaka,45
2021,Dhaka,45.3
2021,Dhaka,44.5
2021,Dhaka,44.2
2021,Dhaka,39
2021,Dhaka,46.2
2021,Dhaka,41.9
2021,Dhaka,41
2021,Khulna,42.5
2021,Khulna,45
2021,Khulna,43.71
2021,Khulna,43.2
2021,Khulna,42.5
2021,Khulna,42.5
2021,Khulna,44
2021,Khulna,42.5
2021,Mymensingh,44.5
2021,Mymensingh,39.7
2021,Rajshahi,42.44
2021,Rajshahi,45.25
2021,Rajshahi,41
2021,Rajshahi,40.3
2021,Rajshahi,42.65
2021,Rajshahi,43.75
2021,Rangpur,42.97
2021,Rangpur,40.4
2021,Rangpur,42.5
2021,Sylhet,34.5
2021,Sylhet,36
2021,Sylhet,41
2021,Chittagong,43.71
2021,Chittagong,43.28
2021,Chittagong,37.57
2021,Chittagong,41
2021,Dhaka,45.76
2021,Dhaka,46
2021,Dhaka,44.5
2021,Dhaka,45.04
2021,Dhaka,39
2021,Dhaka,46.84
2021,Dhaka,47
2021,Dhaka,41.84
2021,Dhaka,44.97
2021,Khulna,45
2021,Khulna,43.58
2021,Khulna,42.95
2021,Khulna,44.1
2021,Khulna,43
2021,Khulna,42.55
2021,Mymensingh,41.74
2021,Mymensingh,43.6
2021,Mymensingh,40.6
2021,Rajshahi,40.66
2021,Rajshahi,41
2021,Rajshahi,41.22
2021,Rajshahi,42.92
2021,Rangpur,41.24
2021,Rangpur,35.5
2021,Rangpur,42.2
2021,Rangpur,40.91
2021,Rangpur,44.38
2021,Rangpur,43.12
2021,Sylhet,36.06
2021,Sylhet,36
2021,Sylhet,41.73
2021,Barisal,46.34
2021,Barisal,41
2021,Barisal,46.3
2021,Chittagong,45.52
2021,Chittagong,46.25
2021,Chittagong,35.01
2021,Chittagong,41
2021,Dhaka,47
2021,Dhaka,46.68
2021,Dhaka,48.44
2021,Dhaka,39
2021,Dhaka,49.94
2021,Dhaka,47
2021,Dhaka,44.5
2021,Dhaka,46.25
2021,Khulna,43.15
2021,Khulna,45
2021,Khulna,45.11
2021,Khulna,44.31
2021,Khulna,45
2021,Khulna,44.31
2021,Mymensingh,42.38
2021,Mymensingh,44.5
2021,Rajshahi,43.81
2021,Rajshahi,44.51
2021,Rajshahi,47.37
2021,Rangpur,42.36
2021,Rangpur,37.35
2021,Rangpur,45.74
2021,Rangpur,43.09
2021,Rangpur,43.51
2021,Sylhet,43.47
2021,Sylhet,36
2021,Barisal,46.86
2021,Barisal,41
2021,Chittagong,46.49
2021,Chittagong,44.79
2021,Chittagong,33.99
2021,Chittagong,41.2
2021,Dhaka,46.35
2021,Dhaka,46.7
2021,Dhaka,46.21
2021,Dhaka,50.15
2021,Dhaka,45.5
2021,Dhaka,47
2021,Dhaka,44.13
2021,Dhaka,47.1
2021,Khulna,41.43
2021,Khulna,45
2021,Khulna,44.5
2021,Khulna,44.33
2021,Khulna,44.49
2021,Khulna,44.49
2021,Mymensingh,41.51
2021,Mymensingh,45.5
2021,Rajshahi,43.18
2021,Rajshahi,45.5
2021,Rajshahi,42.86
2021,Rajshahi,43.2
2021,Rangpur,43.33
2021,Rangpur,38.56
2021,Rangpur,46
2021,Rangpur,43.81
2021,Rangpur,43.38
2021,Rangpur,46.77
2021,Sylhet,44.33
2021,Sylhet,36
2021,Sylhet,48
2021,Chittagong,43.88
2021,Chittagong,42.97
2021,Chittagong,36.57
2021,Chittagong,44.34
2021,Dhaka,45.7
2021,Dhaka,45.5
2021,Dhaka,44.61
2021,Dhaka,39
2021,Dhaka,49
2021,Dhaka,45.5
2021,Dhaka,47
2021,Khulna,41
2021,Khulna,45.3
2021,Khulna,43.77
2021,Khulna,45
2021,Khulna,44.5
2021,Mymensingh,42.13
2021,Mymensingh,45.5
2021,Rajshahi,42.34
2021,Rangpur,38.08
2021,Rangpur,46
2021,Rangpur,41.59
2021,Rangpur,42.5
2021,Sylhet,42.58
2021,Sylhet,44.55
2021,Sylhet,36
2021,Barisal,45.5
2021,Barisal,41.45
2021,Barisal,42.66
2021,Barisal,41.7
2021,Chittagong,43.64
2021,Chittagong,45.16
2021,Chittagong,41.26
2021,Chittagong,44.14
2021,Dhaka,44.85
2021,Dhaka,45.13
2021,Dhaka,43.56
2021,Dhaka,39
2021,Dhaka,49
2021,Dhaka,45.5
2021,Dhaka,47
2021,Dhaka,43
2021,Dhaka,44.64
2021,Khulna,40.21
2021,Khulna,45.32
2021,Khulna,43.16
2021,Khulna,45
2021,Khulna,43.12
2021,Mymensingh,41.5
2021,Rajshahi,38.41
2021,Rajshahi,44.5
2021,Rajshahi,43
2021,Rangpur,33.28
2021,Rangpur,45.23
2021,Rangpur,40.74
2021,Rangpur,45.06
2021,Sylhet,42.5
2021,Sylhet,43.03
2021,Sylhet,36
2021,Barisal,45.38
2021,Barisal,42.1
2021,Barisal,40.65
2021,Chittagong,43
2021,Chittagong,41
2021,Chittagong,44
2021,Dhaka,45.08
2021,Dhaka,42.15
2021,Dhaka,39
2021,Dhaka,45.5
2021,Dhaka,43
2021,Dhaka,44.35
2021,Khulna,35.6
2021,Khulna,43.5
2021,Khulna,41.2
2021,Khulna,41.47
2021,Mymensingh,41.5
2021,Mymensingh,45.5
2021,Rajshahi,41
2021,Rajshahi,36.3
2021,Rajshahi,44.5
2021,Rajshahi,44.5
2021,Rajshahi,43.1
2021,Rangpur,39.7
2021,Rangpur,33.5
2021,Rangpur,45
2021,Rangpur,39
2021,Rangpur,41.52
2021,Rangpur,43.75
2021,Sylhet,41.15
2021,Sylhet,39.15
2021,Sylhet,36
2021,Barisal,39.5
2021,Chittagong,43.91
2021,Chittagong,45.75
2021,Khulna,42.34
2021,Khulna,41.79
2021,Rajshahi,39
2021,Rajshahi,43.33
2021,Rangpur,40.25
