DIVISION,ZILA,DisGeoCode,Shape_Leng,Shape_Area,_ID,Total Population (N),rural_pop_pct,working_age_total,Number of Households (N),Number of poor (N),Poverty headcount ratio (%),"Poverty headcount ratio, National avg (%)","Poverty headcount ratio, Rank",Number of extreme poor (N),Extreme poverty headcount ratio (%),"Extreme poverty headcount ratio, National avg (%)","Extreme poverty headcount ratio, Rank",Primary employment: Agriculture (N),Primary employment: Agriculture (%),"Primary employment: Agriculture, National avg (%)","Primary employment: Agriculture, Rank",Primary employment: Industry (N),Primary employment: Industry (%),"Primary employment: Industry, National avg (%)","Primary employment: Industry, Rank",Primary employment: Services (N),Primary employment: Services (%),"Primary employment: Services, National avg (%)","Primary employment: Services, Rank",Households with Electricity (N),Households with Electricity (%),"Households with Electricity, National avg (%)","Households with Electricity, Rank",Households with flush toilet  (N),Households with flush toilet (%),"Households with flush toilet, National avg (%)","Households with flush toilet, Rank","Households with non-flush, latrine (N)","Households with non-flush, latrine (%)","Households with non-flush, latrine, National avg (%)","Households with non-flush, latrine, Rank",Literate population (18 years and older) (N),Literate population (18 years and older) (%),"Literate population (18 years and older), National avg (%)","Literate population (18 years and older), Rank",Educational attainment: Less than primary completed (18 years and older) (N),Educational attainment: Less than primary completed (18 years and older) (%),"Educational attainment: Less than primary completed (18 years and older), National avg (%)","Educational attainment: Less than primary completed (18 years and older), Rank",Educational attainment: Primary completed (18 years and older) (N),Educational attainment: Primary completed (18 years and older) (%),"Educational attainment: Primary completed (18 years and older), National avg (%)","Educational attainment: Primary completed (18 years and older), Rank",Educational attainment: Secondary completed (18 years and older) (N),Educational attainment: Secondary completed (18 years and older) (%),"Educational attainment: Secondary completed (18 years and older), National avg (%)","Educational attainment: Secondary completed (18 years and older), Rank",Educational attainment: University completed (18 years and older) (N),Educational attainment: University completed (18 years and older) (%),"Educational attainment: University completed (18 years and older), National avg (%)","Educational attainment: University completed (18 years and older), Rank",School attendance among 6-18 years old (N),School attendance among 6-18 years old (%),"School attendance among 6-18 years old, National avg (%)","School attendance among 6-18 years old, Rank",School attendance among 6-10 years old (N),School attendance among 6-10 years old (%),"School attendance among 6-10 years old, National avg (%)","School attendance among 6-10 years old, Rank",School attendance among 11-13 years old (N),School attendance among 11-13 years old (%),"School attendance among 11-13 years old, National avg (%)","School attendance among 11-13 years old, Rank",School attendance among 14-15 years old (N),School attendance among 14-15 years old (%),"School attendance among 14-15 years old, National avg (%)","School attendance among 14-15 years old, Rank",School attendance among 16-18 years old (N),School attendance among 16-18 years old (%),"School attendance among 16-18 years old, National avg (%)","School attendance among 16-18 years old, Rank",Population in National bottom 40% (N),Percentage of population in bottom 40% (%),"Percentage of population in bottom 40%, national avg (%)","Percentage of population in bottom 40%, Rank",Number of underweight children (N),Percentage of underweight children (%),"Percentage of underweight children, National avg (%)","Percentage of underweight children, Rank",Number of severely underweight children (N),Percentage of severely underweight children (%),"Percentage of severely underweight children, National avg (%)","Percentage of severely underweight children, Rank (%)",Number of stunted children (N),Percentage of stunted children (%),"Percentage of stunted children, National avg (%)","Percentage of stunted children, Rank",Number of severely stunted children (N),Percentage of severely stunted children (%),"Percentage of severely stunted children, National avg (%)","Percentage of severely stunted children, Rank (%)",Households with tap water (N),Households with tap water (%),"Households with tap water, National avg (%)","Households with tap water, Rank",Households with tubewell water  (N),Households with tubewell water (%),"Households with tubewell water, National avg (%)","Households with tubewell water, Rank",Population between 0 and 6 years old (N),Population between 0 and 6 years old (%),"Population between 0 and 6 years old, National avg (%)","Population between 0 and 6 years old , Rank",Population between 7 and 14 years old (N),Population between 7 and 14 years old (%),"Population between 7 and 14 years old, National avg (%)","Population between 7 and 14 years old, Rank",Population between 15 and 64 years old (N),Population between 15 and 64 years old (%),working_age_pct,"Population between 15 and 64 years old, Rank",Population ages 65 and above (N),Population ages 65 and above (%),"Population ages 65 and above, National avg (%)","Population ages 65 and above, Rank","Households without toilet, open defecation (N)",no_toilet_pct,"Households without toilet, open defecation, National avg (%)","Households without toilet, open defecation, Rank"
Chittagong,Comilla,2019,408265.71875,3086433792,11,5390960,84.711090087890625,3022520,1053440,2043173.875,37.900001525878906,31.5,44/64,1137492.5,21.100000381469727,17.600000381469727,43/64,571260,46.686824798583984,47.358436584472656,54/64,128100,10.469107627868652,14.91544246673584,19/64,524240,42.84406661987305,37.72611999511719,8/64,788560,74.855712890625,56.4530029296875,6/64,231940,22.017391204833984,25.06646728515625,31/64,578420,54.90773391723633,38.68394088745117,59/64,1582540,53.222171783447266,50.519447326660156,19/64,1405540,47.26951217651367,50.29268264770508,50/64,1073880,36.115501403808594,33.05747604370117,18/64,412660,13.878108978271484,12.836710929870605,10/64,81380,2.7368788719177246,3.813133716583252,22/64,1251380,71.157745361328125,69.74742889404297,36/64,706560,79.0671615600586,78.35710906982422,34/64,331600,79.93443298339844,77.2594223022461,35/64,137360,60.02971649169922,57.99014663696289,36/64,75860,34.276161193847656,34.70724105834961,39/64,2759742.821689844,50.267669677734375,40,44/64,231401.734375,37.29999923706055,34.400001525878906,50/64,58005.53125,9.350000381469727,8.100781440734863,51/64,250137.21875,40.31999969482422,41.2209358215332,24/64,140888.28125,22.709999084472656,23.37906265258789,27/64,59880,5.684234619140625,10.677162170410156,14/64,940260,89.25614929199219,83.48734283447266,42/64,928340,17.22031021118164,15.506486892700195,13/64,1160920,21.534568786621094,19.112524032592773,9/64,3022520,56.06645202636719,60.6515007019043,54/64,279180,5.178669452667236,4.729492664337158,24/64,32080,3.0452613830566406,7.720252990722656,19/64
Chittagong,Cox's Bazar,2022,575566.5625,2262971904,12,2285320,78.54659271240234,1223600,416060,747299.6875,32.70000076293945,31.5,35/64,370221.84375,16.200000762939453,17.600000381469727,26/64,289220,49.06857681274414,47.358436584472656,52/64,48480,8.225034713745117,14.91544246673584,32/64,251720,42.70638656616211,37.72611999511719,9/64,133560,32.101139068603516,56.4530029296875,55/64,59760,14.363312721252441,25.06646728515625,49/64,157360,37.821468353271484,38.68394088745117,31/64,439040,38.247901916503906,50.519447326660156,58/64,714880,62.278289794921875,50.29268264770508,8/64,311080,27.100393295288086,33.05747604370117,56/64,99060,8.62982177734375,12.836710929870605,56/64,22860,1.9914973974227905,3.813133716583252,51/64,486440,60.67303466796875,69.74742889404297,62/64,304960,72.35112762451172,78.35710906982422,60/64,117620,64.09809112548828,77.2594223022461,61/64,42680,42.48456954956055,57.99014663696289,61/64,21180,21.99833869934082,34.70724105834961,62/64,1065165.7542042732,45.76742172241211,40,37/64,113987.078125,37.11000061035156,34.400001525878906,48/64,28903.755859375,9.40999984741211,8.100781440734863,53/64,143197.984375,46.619998931884766,41.2209358215332,63/64,85605.4921875,27.869998931884766,23.37906265258789,59/64,10200,2.4515693187713623,10.677162170410156,30/64,367320,88.28534698486328,83.48734283447266,46/64,447040,19.56137466430664,15.506486892700195,3/64,540740,23.661457061767578,19.112524032592773,1/64,1223600,53.5417366027832,60.6515007019043,62/64,73940,3.235433340072632,4.729492664337158,63/64,49280,11.844446182250977,7.720252990722656,51/64
Chittagong,Feni,2030,270483.03125,932124992,13,1441600,79.820068359375,853820,277620,373374.40625,25.899999618530273,31.5,21/64,210473.59375,14.59999942779541,17.600000381469727,22/64,100380,30.506929397583008,47.358436584472656,60/64,40460,12.296377182006836,14.91544246673584,11/64,188200,57.196693420410156,37.72611999511719,3/64,203640,73.35206604003906,56.4530029296875,7/64,23580,8.493624687194824,25.06646728515625,63/64,183080,65.946258544921875,38.68394088745117,64/64,511880,61.1696662902832,50.519447326660156,6/64,324380,38.76341247558594,50.29268264770508,60/64,343780,41.08171463012695,33.05747604370117,7/64,142340,17.009632110595703,12.836710929870605,5/64,26320,3.145240306854248,3.813133716583252,13/64,329680,73.3143539428711,69.74742889404297,25/64,179460,84.32478332519531,78.35710906982422,3/64,85260,82.60027313232422,77.2594223022461,19/64,40200,61.69429016113281,57.99014663696289,35/64,24760,36.15653991699219,34.70724105834961,34/64,467751.20823800564,31.86077880859375,40,18/64,51190.91796875,34.099998474121094,34.400001525878906,30/64,12294.8271484375,8.1899995803833,8.100781440734863,37/64,62074.6171875,41.349998474121094,41.2209358215332,34/64,35263.1875,23.489999771118164,23.37906265258789,40/64,15300,5.511130332946777,10.677162170410156,15/64,250260,90.1447982788086,83.48734283447266,40/64,221580,15.370421409606934,15.506486892700195,36/64,287260,19.926469802856445,19.112524032592773,28/64,853820,59.22724533081055,60.6515007019043,35/64,78940,5.475860118865967,4.729492664337158,17/64,5000,1.8010231256484985,7.720252990722656,7/64
Chittagong,Khagrachhari,2046,397671.375,2856084736,14,613080,65.03349304199219,351740,133780,156335.390625,25.5,31.5,18/64,61921.08203125,10.100000381469727,17.600000381469727,14/64,121900,66.882476806640625,47.358436584472656,16/64,5200,2.853066921234131,14.91544246673584,63/64,55160,30.26445770263672,37.72611999511719,29/64,44280,33.099117279052734,56.4530029296875,54/64,12340,9.224099159240723,25.06646728515625,61/64,38900,29.07758903503418,38.68394088745117,17/64,150540,43.72857666015625,50.519447326660156,44/64,204040,59.2691535949707,50.29268264770508,17/64,101700,29.5416259765625,33.05747604370117,44/64,32080,9.318537712097168,12.836710929870605,48/64,6440,1.8706791400909424,3.813133716583252,54/64,135480,70.83551025390625,69.74742889404297,39/64,83140,80.67145538330078,78.35710906982422,24/64,32640,74.58866882324219,77.2594223022461,51/64,13140,56.68680191040039,57.99014663696289,44/64,6560,30.856067657470703,34.70724105834961,49/64,225922.4943972826,36.185001373291016,40,28/64,26433.287109375,37.59000015258789,34.400001525878906,51/64,6736.65576171875,9.579999923706055,8.100781440734863,56/64,31404.912109375,44.65999984741211,41.2209358215332,60/64,18768.408203125,26.690000534057617,23.37906265258789,57/64,980,0.7325459718704224,10.677162170410156,56/64,90060,67.3194808959961,83.48734283447266,58/64,104260,17.005937576293945,15.506486892700195,15/64,129940,21.194623947143555,19.112524032592773,12/64,351740,57.37261199951172,60.6515007019043,48/64,27140,4.426828384399414,4.729492664337158,52/64,11940,8.925101280212402,7.720252990722656,42/64
Chittagong,Lakshmipur,2051,289637.3125,1557567232,15,1726780,85.04579162597656,958080,365360,538755.375,31.200000762939453,31.5,32/64,312547.15625,18.099998474121094,17.600000381469727,33/64,211080,54.3740348815918,47.358436584472656,44/64,34560,8.902626991271973,14.91544246673584,29/64,142560,36.72333908081055,37.72611999511719,19/64,161560,44.21940231323242,56.4530029296875,38/64,61740,16.898401260375977,25.06646728515625,45/64,209960,57.466609954833984,38.68394088745117,61/64,467520,49.53171920776367,50.519447326660156,24/64,498960,52.86265182495117,50.29268264770508,39/64,328500,34.80315399169922,33.05747604370117,22/64,97940,10.37631893157959,12.836710929870605,36/64,18480,1.9578760862350464,3.813133716583252,52/64,374720,66.15819549560547,69.74742889404297,53/64,220040,75.037506103515625,78.35710906982422,54/64,95440,74.7610855102539,77.2594223022461,49/64,38620,52.18918991088867,57.99014663696289,51/64,20620,28.839162826538086,34.70724105834961,54/64,644259.4264438152,36.636165618896484,40,30/64,81328.1328125,39.68000030517578,34.400001525878906,63/64,21008.400390625,10.25,8.100781440734863,62/64,86923.5390625,42.40999984741211,41.2209358215332,42/64,50358.671875,24.56999969482422,23.37906265258789,46/64,12760,3.492445945739746,10.677162170410156,19/64,321280,87.93518829345703,83.48734283447266,49/64,308220,17.849407196044922,15.506486892700195,11/64,371980,21.54183006286621,19.112524032592773,8/64,958080,55.48361587524414,60.6515007019043,55/64,88500,5.125146389007568,4.729492664337158,30/64,15320,4.193124771118164,7.720252990722656,27/64
Chittagong,Noakhali,2075,538777.0625,3147693312,16,3109820,84.151153564453125,1697700,593920,298542.71875,9.600000381469727,31.5,2/64,105733.8828125,3.4000000953674316,17.600000381469727,2/64,299220,45.745296478271484,47.358436584472656,55/64,55940,8.55220890045166,14.91544246673584,30/64,298940,45.702491760253906,37.72611999511719,6/64,304360,51.24595642089844,56.4530029296875,26/64,119540,20.127290725708008,25.06646728515625,37/64,304040,51.192081451416016,38.68394088745117,54/64,889000,53.59037399291992,50.519447326660156,18/64,789280,47.5790901184082,50.29268264770508,49/64,634060,38.222171783447266,33.05747604370117,12/64,199720,12.039448738098145,12.836710929870605,19/64,35820,2.159288167953491,3.813133716583252,46/64,710420,67.871063232421875,69.74742889404297,50/64,410220,76.12455749511719,78.35710906982422,52/64,184020,76.7133560180664,77.2594223022461,46/64,74620,54.89994430541992,57.99014663696289,48/64,41560,31.475311279296875,34.70724105834961,47/64,252696.96237778664,7.979046821594238,40,2/64,150799.203125,39.130001068115234,34.400001525878906,59/64,39193.14453125,10.170000076293945,8.100781440734863,61/64,167794.453125,43.540000915527344,41.2209358215332,53/64,97963.6015625,25.420001983642578,23.37906265258789,53/64,17000,2.8623383045196533,10.677162170410156,28/64,526400,88.63146209716797,83.48734283447266,43/64,574860,18.485313415527344,15.506486892700195,8/64,686940,22.08938217163086,19.112524032592773,4/64,1697700,54.591583251953125,60.6515007019043,59/64,150320,4.8337202072143555,4.729492664337158,42/64,32480,5.46875,7.720252990722656,31/64
Chittagong,Rangamati,2084,742573.5625,5766179840,17,602740,73.82481384277344,366320,128500,122356.21875,20.299999237060547,31.5,12/64,40986.3203125,6.800000190734863,17.600000381469727,7/64,127980,66.12586212158203,47.358436584472656,19/64,13220,6.830628871917725,14.91544246673584,40/64,52340,27.043506622314453,37.72611999511719,47/64,54600,42.490272521972656,56.4530029296875,41/64,12900,10.038910865783691,25.06646728515625,58/64,35060,27.284046173095703,38.68394088745117,13/64,160620,46.637630462646484,50.519447326660156,31/64,196340,57.00929260253906,50.29268264770508,21/64,99860,28.99535369873047,33.05747604370117,49/64,39700,11.527294158935547,12.836710929870605,22/64,8500,2.468060255050659,3.813133716583252,34/64,121600,68.46075439453125,69.74742889404297,48/64,73140,77.791961669921875,78.35710906982422,42/64,29320,73.66834259033203,77.2594223022461,52/64,12240,53.968257904052734,57.99014663696289,49/64,6900,32.67045211791992,34.70724105834961,44/64,189872.53844118118,30.932741165161133,40,16/64,20965.591796875,32.810001373291016,34.400001525878906,16/64,4996.98046875,7.820000648498535,8.100781440734863,28/64,27342.810546875,42.790000915527344,41.2209358215332,45/64,16064.4599609375,25.139999389648438,23.37906265258789,48/64,9840,7.65758752822876,10.677162170410156,9/64,49640,38.63035202026367,83.48734283447266,63/64,97120,16.113082885742188,15.506486892700195,26/64,116620,19.348310470581055,19.112524032592773,33/64,366320,60.77579116821289,60.6515007019043,25/64,22680,3.7628166675567627,4.729492664337158,59/64,10920,8.498054504394531,7.720252990722656,40/64
Dhaka,Dhaka,3026,339001.5,1474930432,18,12095360,22.850830078125,8514660,2785220,1898971.625,15.700000762939453,31.5,5/64,592672.625,4.900000095367432,17.600000381469727,4/64,211320,4.1963043212890625,47.358436584472656,64/64,1489460,29.57707405090332,14.91544246673584,3/64,3335080,66.22662353515625,37.72611999511719,1/64,2702700,97.03721618652344,56.4530029296875,1/64,1446440,51.93270492553711,25.06646728515625,1/64,1159160,41.61825942993164,38.68394088745117,40/64,5832360,72.992095947265625,50.519447326660156,1/64,2300940,28.796306610107422,50.29268264770508,64/64,2782300,34.82053756713867,33.05747604370117,21/64,1863120,23.316980361938477,12.836710929870605,1/64,1044040,13.066180229187012,3.813133716583252,1/64,1865920,62.83236312866211,69.74742889404297,59/64,1032200,78.33821868896484,78.35710906982422,39/64,449660,67.87525177001953,77.2594223022461,60/64,202420,48.29182052612305,57.99014663696289,57/64,181640,31.843202590942383,34.70724105834961,46/64,2248102.098159313,18.250865936279297,40,6/64,227558.546875,22.780000686645508,34.400001525878906,1/64,42355.0546875,4.239999771118164,8.100781440734863,1/64,341237.90625,34.15999984741211,41.2209358215332,1/64,179209.84375,17.940000534057617,23.37906265258789,1/64,1868800,67.09703063964844,10.677162170410156,1/64,867180,31.13506507873535,83.48734283447266,64/64,1454620,12.026264190673828,15.506486892700195,64/64,1800840,14.888684272766113,19.112524032592773,64/64,8514660,70.39608001708984,60.6515007019043,1/64,325240,2.688965082168579,4.729492664337158,64/64,11720,0.4207926392555237,7.720252990722656,1/64
Dhaka,Faridpur,3029,355360.03125,2042080768,19,1912760,85.8967056274414,1125900,420320,694331.875,36.29999923706055,31.5,42/64,378726.46875,19.799999237060547,17.600000381469727,38/64,304140,58.47946548461914,47.358436584472656,39/64,52540,10.10229206085205,14.91544246673584,23/64,163400,31.418243408203125,37.72611999511719,23/64,206320,49.08641052246094,56.4530029296875,30/64,138400,32.92729187011719,25.06646728515625,10/64,197840,47.06890106201172,38.68394088745117,48/64,530880,46.963905334472656,50.519447326660156,29/64,616360,54.52583312988281,50.29268264770508,31/64,371080,32.82731628417969,33.05747604370117,33/64,113260,10.019461631774902,12.836710929870605,42/64,29700,2.6273884773254395,3.813133716583252,25/64,411400,71.85523986816406,69.74742889404297,31/64,237100,79.271148681640625,78.35710906982422,30/64,106940,79.5447769165039,77.2594223022461,38/64,42620,59.85955047607422,57.99014663696289,37/64,24740,36.48967361450195,34.70724105834961,33/64,992171.6966571808,50.934566497802734,40,46/64,69126.9140625,34.560001373291016,34.400001525878906,34/64,15981.59765625,7.989999771118164,8.100781440734863,32/64,80428.0390625,40.209999084472656,41.2209358215332,22/64,45844.5859375,22.920000076293945,23.37906265258789,31/64,12520,2.9786829948425293,10.677162170410156,26/64,396500,94.33289337158203,83.48734283447266,24/64,298160,15.587946891784668,15.506486892700195,33/64,385100,20.133211135864258,19.112524032592773,25/64,1125900,58.86258316040039,60.6515007019043,40/64,103600,5.416257381439209,4.729492664337158,20/64,10120,2.407689332962036,7.720252990722656,14/64
Dhaka,Gazipur,3033,261155.734375,1815784704,20,3408280,69.5215072631836,2335380,826460,661206.375,19.400001525878906,31.5,10/64,279478.96875,8.199999809265137,17.600000381469727,11/64,233840,16.037309646606445,47.358436584472656,62/64,775460,53.18291091918945,14.91544246673584,1/64,448800,30.779781341552734,37.72611999511719,25/64,695600,84.16620635986328,56.4530029296875,4/64,247160,29.905864715576172,25.06646728515625,17/64,428160,51.806495666503906,38.68394088745117,55/64,1448620,63.775962829589844,50.519447326660156,4/64,804700,35.42717742919922,50.29268264770508,62/64,983720,43.30859375,33.05747604370117,3/64,397520,17.500946044921875,12.836710929870605,3/64,85480,3.76328444480896,3.813133716583252,6/64,547620,64.7213134765625,69.74742889404297,57/64,321500,78.73340606689453,78.35710906982422,35/64,134760,75.74190521240234,77.2594223022461,48/64,55260,52.161598205566406,57.99014663696289,52/64,36100,23.45374298095703,34.70724105834961,60/64,781820.3716875315,22.524646759033203,40,11/64,79976.765625,26.989999771118164,34.400001525878906,2/64,16238.3359375,5.480000019073486,8.100781440734863,2/64,114083.1953125,38.5,41.2209358215332,11/64,63442.11328125,21.40999984741211,23.37906265258789,15/64,309180,37.41015625,10.677162170410156,2/64,497720,60.223121643066406,83.48734283447266,60/64,434400,12.745430946350098,15.506486892700195,58/64,527960,15.490510940551758,19.112524032592773,63/64,2335380,68.5207748413086,60.6515007019043,2/64,110540,3.2432780265808105,4.729492664337158,61/64,16920,2.047286033630371,7.720252990722656,10/64
Dhaka,Gopalganj,3035,288302.46875,1474752000,21,1171660,89.198150634765625,671160,249920,500298.78125,42.69999694824219,31.5,51/64,314004.875,26.80000114440918,17.600000381469727,53/64,199320,65.3936996459961,47.358436584472656,23/64,17440,5.721784591674805,14.91544246673584,50/64,88040,28.8845157623291,37.72611999511719,38/64,121940,48.7916145324707,56.4530029296875,32/64,109780,43.926055908203125,25.06646728515625,3/64,103580,41.44526290893555,38.68394088745117,39/64,384900,57.07295608520508,50.519447326660156,13/64,312740,46.37307357788086,50.29268264770508,52/64,269860,40.014827728271484,33.05747604370117,9/64,74320,11.020166397094727,12.836710929870605,30/64,17480,2.591933488845825,3.813133716583252,28/64,270640,73.52349853515625,69.74742889404297,22/64,155340,80.59561920166016,78.35710906982422,25/64,71280,80.36076354980469,77.2594223022461,31/64,27700,62.07978820800781,57.99014663696289,33/64,16320,38.82017135620117,34.70724105834961,27/64,663434.6749168634,55.60102844238281,40,50/64,39984.140625,32.09000015258789,34.400001525878906,14/64,8871.51953125,7.119999885559082,8.100781440734863,14/64,46126.921875,37.02000045776367,41.2209358215332,5/64,25680.060546875,20.610000610351562,23.37906265258789,9/64,14960,5.985915660858154,10.677162170410156,13/64,225980,90.42093658447266,83.48734283447266,38/64,188100,16.05414581298828,15.506486892700195,28/64,248340,21.195568084716797,19.112524032592773,11/64,671160,57.28282928466797,60.6515007019043,49/64,64060,5.467456817626953,4.729492664337158,19/64,5600,2.2407169342041016,7.720252990722656,12/64
Dhaka,Jamalpur,3039,377783.0625,2064043392,22,2292300,83.20762634277344,1338520,563380,1171365.25,51.099998474121094,31.5,61/64,783966.625,34.20000076293945,17.600000381469727,61/64,439460,69.51061248779297,47.358436584472656,12/64,39040,6.175065994262695,14.91544246673584,46/64,153720,24.314321517944336,37.72611999511719,56/64,221320,39.28431701660156,56.4530029296875,49/64,83460,14.814157485961914,25.06646728515625,48/64,208580,37.02296829223633,38.68394088745117,29/64,451800,33.23378372192383,50.519447326660156,62/64,915600,67.35027313232422,50.29268264770508,3/64,289000,21.258440017700195,33.05747604370117,63/64,124120,9.130095481872559,12.836710929870605,51/64,30740,2.2611920833587646,3.813133716583252,44/64,473300,72.02642059326172,69.74742889404297,29/64,281560,76.18377685546875,78.35710906982422,51/64,119040,79.82833099365234,77.2594223022461,36/64,45000,63.07822036743164,57.99014663696289,30/64,27700,41.29397964477539,34.70724105834961,19/64,1579334.1194953918,67.65327453613281,40,60/64,98383.2109375,39.0099983215332,34.400001525878906,58/64,24488.619140625,9.710000038146973,8.100781440734863,57/64,109404.359375,43.380001068115234,41.2209358215332,51/64,63831.8203125,25.310001373291016,23.37906265258789,52/64,4240,0.752600371837616,10.677162170410156,55/64,541880,96.183746337890625,83.48734283447266,11/64,380680,16.606901168823242,15.506486892700195,21/64,458700,20.010469436645508,19.112524032592773,26/64,1338520,58.392005920410156,60.6515007019043,41/64,114400,4.990621089935303,4.729492664337158,37/64,52340,9.29035472869873,7.720252990722656,43/64
Dhaka,Kishoreganj,3048,360726.375,2563462656,23,2907500,83.481964111328125,1578100,627260,880972.5,30.30000114440918,31.5,31/64,476830,16.399999618530273,17.600000381469727,27/64,451800,60.286624908447266,47.358436584472656,35/64,68200,9.100370407104492,14.91544246673584,28/64,229420,30.613008499145508,37.72611999511719,28/64,312640,49.84217071533203,56.4530029296875,28/64,81860,13.050410270690918,25.06646728515625,51/64,200980,32.04093933105469,38.68394088745117,23/64,613100,38.590816497802734,50.519447326660156,56/64,985820,62.051212310791016,50.29268264770508,9/64,447100,28.14215087890625,33.05747604370117,53/64,127940,8.0530242919921875,12.836710929870605,59/64,27860,1.753612995147705,3.813133716583252,59/64,626160,68.37450408935547,69.74742889404297,49/64,399220,76.66397857666016,78.35710906982422,48/64,143880,73.318389892578125,77.2594223022461,53/64,53480,52.627437591552734,57.99014663696289,50/64,29580,30.4383602142334,34.70724105834961,50/64,1118126.0612621307,37.76219940185547,40,31/64,139287.890625,37.68000030517578,34.400001525878906,52/64,34045.6875,9.210000038146973,8.100781440734863,49/64,163796.34375,44.310001373291016,41.2209358215332,59/64,96296.421875,26.049999237060547,23.37906265258789,56/64,7440,1.1861109733581543,10.677162170410156,46/64,589900,94.04393768310547,83.48734283447266,28/64,544540,18.728805541992188,15.506486892700195,7/64,634740,21.831127166748047,19.112524032592773,6/64,1578100,54.27687072753906,60.6515007019043,61/64,150120,5.163198471069336,4.729492664337158,28/64,65080,10.375283241271973,7.720252990722656,49/64
Dhaka,Madaripur,3054,268226.84375,1134375808,24,1165560,86.56623840332031,670900,252180,406780.4375,34.900001525878906,31.5,39/64,202807.4375,17.399999618530273,17.600000381469727,31/64,188620,59.348060607910156,47.358436584472656,37/64,33840,10.647536277770996,14.91544246673584,17/64,95360,30.004405975341797,37.72611999511719,31/64,148780,58.99754333496094,56.4530029296875,18/64,31980,12.681418418884277,25.06646728515625,53/64,144980,57.490684509277344,38.68394088745117,62/64,303460,45.05716323852539,50.519447326660156,38/64,377300,56.020782470703125,50.29268264770508,28/64,219860,32.64439392089844,33.05747604370117,34/64,62060,9.214550971984863,12.836710929870605,50/64,14280,2.120267152786255,3.813133716583252,47/64,259840,70.9518814086914,69.74742889404297,38/64,151120,78.414276123046875,78.35710906982422,37/64,66780,78.435516357421875,77.2594223022461,39/64,27100,58.836299896240234,57.99014663696289,41/64,14840,35.082740783691406,34.70724105834961,36/64,596348.2925724983,50.24022674560547,40,43/64,41171.80078125,34.75,34.400001525878906,37/64,9573.18359375,8.079999923706055,8.100781440734863,35/64,48612.34375,41.029998779296875,41.2209358215332,31/64,27783.560546875,23.450000762939453,23.37906265258789,38/64,2540,1.0072170495986938,10.677162170410156,51/64,241960,95.94733428955078,83.48734283447266,13/64,184060,15.791550636291504,15.506486892700195,31/64,246300,21.131473541259766,19.112524032592773,13/64,670900,57.5603141784668,60.6515007019043,46/64,64300,5.516661643981934,4.729492664337158,15/64,3560,1.41169011592865,7.720252990722656,4/64
Dhaka,Manikganj,3056,263315.78125,1373184384,25,1397120,90.741302490234375,866140,324820,258467.203125,18.5,31.5,8/64,111769.59375,8,17.600000381469727,10/64,234180,60.315250396728516,47.358436584472656,34/64,37960,9.77695369720459,14.91544246673584,26/64,116120,29.907793045043945,37.72611999511719,33/64,171460,52.78615951538086,56.4530029296875,23/64,63460,19.536975860595703,25.06646728515625,39/64,171860,52.9093017578125,38.68394088745117,56/64,405880,45.98894119262695,50.519447326660156,35/64,495260,56.116302490234375,50.29268264770508,27/64,280900,31.827863693237305,33.05747604370117,38/64,87860,9.955130577087402,12.836710929870605,44/64,18540,2.1007070541381836,3.813133716583252,48/64,275000,75.009552001953125,69.74742889404297,17/64,158300,81.287872314453125,78.35710906982422,20/64,70080,84.65812683105469,77.2594223022461,7/64,29480,66.0394287109375,57.99014663696289,19/64,17140,38.55150604248047,34.70724105834961,29/64,304126.63060963154,21.375043869018555,40,9/64,46175.7109375,35.040000915527344,34.400001525878906,38/64,10832.31640625,8.220000267028809,8.100781440734863,38/64,53779.41796875,40.810001373291016,41.2209358215332,29/64,30665.20703125,23.270000457763672,23.37906265258789,35/64,11040,3.3988053798675537,10.677162170410156,20/64,305560,94.070556640625,83.48734283447266,27/64,197200,14.114750862121582,15.506486892700195,47/64,246740,17.660615921020508,19.112524032592773,50/64,866140,61.99467086791992,60.6515007019043,18/64,87040,6.229958534240723,4.729492664337158,4/64,6780,2.0873098373413086,7.720252990722656,11/64
